BscStartDate,Asset,OriginalShorttext,PMType,Cost,RunningTime,MajorSystem,Part,Action,Variant,FM,Location,Comments,FuncLocation,SuspSugg,Rule
2007-07-12,C,BROKEN GREASE LINE ON BUCKET,PM01,0,13,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438
2007-07-26,C,DIAGNOSE & REPAIR - RH ENG PRE LUBE,PM01,0,14,Engine,Grease System,Repair,11,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_243_335_347_487
2007-09-04,C,REPLACE GREASE PUMP,PM01,6832.91,40,NA,Pump_Grease System,Replace,2V,NA,NA,NA,GREASE PUMP,0,Rule_1_3_183_278_361_362
2007-09-10,C,REPLACE FRONT GREASE PUMP - OIL LEAK,PM01,14790,6,Hydraulic System,Pump_Grease System,Replace,2V,Leak,Front,NA,GREASE PUMP,0,Rule_1_3_52_183_278_361_362_403_474
2007-09-18,C,GREASE LEAK AT FRONT PUMP FITTING,PM01,0,8,NA,Pump_Grease System,NA,NA,Leak,Front,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_183_278_403_474_492
2007-10-28,C,GREASE FAULT HAS COME UP TWICE,PM01,178.4,40,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_278_445
2007-11-24,C,LUBE SYSTEM FAULT,PM01,146.9,27,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_243_445
2007-11-25,C,GREASE LINE ON BUCKET BROKEN,PM01,146.9,1,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438
2007-11-25,C,BLOWN GREASE SUPPLY HOSE L/H/S BOOM.,PM01,293.79,0,Hydraulic System,Grease System_Lift,NA,NA,Structural Integrity,Left,NA,GREASE LUBE SYSTEM,0,Rule_1_3_53_134_155_278_437_478
2007-11-27,C,"REPAIR GREASE PUMP EX CON STOCK, THIS IS",PM01,4644,2,NA,Pump_Grease System,Repair,1,NA,NA,NA,GREASE PUMP,0,Rule_1_3_183_278_335
2007-11-27,C,BLOWN GREASE ON BOOM,PM01,314.69,0,NA,Lift_Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_155_278_437
2008-02-01,C,BROKEN GREASE LINE ON BUCKET.,PM01,194.2,66,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438
2008-05-03,C,CHECK/ ADJUST LUBE SYSTEM OVER GREASING,PM01,505.48,92,NA,Grease System,CM_Minor Maint,7,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_243_278_291_309
2008-07-07,C,GREASE LINE BROKEN ON BUCKET,PM01,256.48,65,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438
2008-07-08,C,REPAIR GREASE LINES ON BOOM. BENNIE,PM01,3014.7,1,NA,Grease System_Lift,Repair,1,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_132_155_278_335
2008-07-11,C,LUBE LINE LEAKING ON BOOM  @ R 8,PM01,265.09,3,NA,Grease System_Lift,NA,NA,Leak,NA,NA,IMPLEMENTS,0,Rule_1_3_131_155_243_403
2008-08-06,C,REPLACE R/H/S PRELUBE TIMER RELAY,PM01,679.04,26,NA,Grease System,Minor Maint_Replace,2V,NA,Right,NA,CONTROLS & CARDS,0,Rule_1_3_243_301_361_362_488
2008-11-02,C,LUBE FAULT - CAN'T SHUT MACHINE DOWN,PM01,491.05,88,NA,Grease System,NA,NA,Fail to Stop_Unspecified,NA,NA,ELECTRICAL,0,Rule_1_3_243_396_445
2009-01-19,C,CHANGEOUT LH LUBE PUMP (PTO),PM01,1878.33,78,NA,Pump_Hydraulic Cylinder_Grease System,Replace,1,NA,Left,NA,OIL - PUMP GEARBOX - LEFT,0,Rule_1_3_183_228_243_356_477
2009-03-19,C,GREASE LEAK AT PUMP,PM01,334.25,59,NA,Pump_Grease System,NA,NA,Leak,NA,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_183_278_403_492
2009-04-26,C,GREASE LINE ON LHS OF BUCKET BROKEN,PM01,138.21,38,Bucket,Grease System,NA,NA,Structural Integrity,Left,NA,MACHINE,0,Rule_1_3_5_132_278_438_477
2009-05-27,C,LUBRICATE BOTHE IDLERS WITH GREASE,PM01,0,31,NA,Idler_Grease System,NA,NA,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_277_278
2009-08-27,C,REPAIR BROKEN GREASE LINE.,PM01,0,92,NA,Grease System,Repair,1,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_132_278_335_438
2009-08-31,C,CHANGEOUT L/H LUBE PUMP (PTO),PM01,7995.64,4,NA,Pump_Hydraulic Cylinder_Grease System,Replace,1,NA,Left,NA,PUMP GEARBOX,0,Rule_1_3_183_228_243_356_478
2009-09-24,C,REPLACE BROKEN GREASE LINE ON STICK,PM01,256.25,24,NA,Grease System_Drivers Cabin,Replace,2V,Structural Integrity,NA,NA,ENGINE LEFT HAND,0,Rule_1_3_132_264_278_361_362_438
2009-09-27,C,GREASE DISTRIBUTOR FITTING REMOVED,PM01,3269.75,3,NA,Grease System,Replace,Install,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_278_355
2009-10-22,C,L/H GEARBOX PUMP LUBE PRESSURE FAULT,PM01,3675.7,25,NA,Cover_Pump_Grease System,NA,NA,Unspecified,Left,NA,PUMP DRIVE TRANSMISSION,0,Rule_1_3_101_183_243_445_478
2009-10-25,C,REPLACE BLOWN MAIN LUBE LINE @BOOM,PM01,777.18,3,NA,Grease System_Lift,Replace,2V,Structural Integrity,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_131_155_243_361_362_437
2009-11-03,C,REPLACE LUBE HOSE TO BUCKET,PM01,0,9,Bucket_Hydraulic System,Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_53_243_361_362
2009-11-30,C,MAJOR GREASE LEAK ON TOP OF BOOM,PM01,1669.5,27,NA,Lift_Grease System,NA,NA,Leak,NA,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_155_278_403_494
2009-12-14,C,CHANGE OUT R/H SERVO/PTO LUBE PUMP,PM01,0,14,NA,Pump_Hydraulic Cylinder_Grease System,Replace,1,NA,Right,NA,SERVO PUMP - RIGHT,0,Rule_1_3_183_228_243_356_488
2010-02-24,C,REPAIR GREASE LEAK ON BOTTOM OF BOOM,PM01,175.1,72,NA,Lift_Grease System,Repair,1,Leak,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_155_278_335_403
2010-03-08,C,L/H ENG PRELUBE RELAY FUSE BLOWN,PM01,1043.23,12,Engine,Grease System,Minor Maint,6V,Structural Integrity,Left,NA,ELECTRICAL CONTROL SYSTEMS,0,Rule_1_3_25_243_301_437_478
2010-03-14,C,Replace u/s dump valve on u/c grease sys,PM01,2701.05,6,NA,Hydraulic Fitting_Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_137_278_361_362
2010-04-07,C,LUBE SYSTEM FAILURE,PM01,3088.45,24,NA,Grease System,NA,NA,NA,NA,NA,MACHINE,0,Rule_1_3_243
2010-04-09,C,REPLACE PRE LUBE RELAY,PM01,2801.62,2,NA,Grease System,Replace,2V,NA,NA,NA,ELECTRICAL,0,Rule_1_3_243_361_362
2010-06-30,C,REPAIR BROKEN GREASE LINE.,PM01,0,82,NA,Grease System,Repair,1,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_132_278_335_438
2010-08-04,C,REPLACE GREASE REFILL HOSE,PM01,957,35,Hydraulic System,Grease System,Replace,2V,NA,NA,NA,MACHINE,0,Rule_1_3_53_134_278_361_362
2010-08-07,C,FIT BULK FILL TO MACHINE FOR GREASE,PM01,138.72,3,NA,Grease System,Replace,Install,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_278_354
2011-04-04,C,GREASE PUMP LEAKING,PM01,4699.98,240,NA,Pump_Grease System,NA,NA,Leak,NA,NA,GREASE PUMP,0,Rule_1_3_183_278_403
2011-04-12,C,Repair Grease leak on Stick,PM01,2617.63,8,NA,Drivers Cabin_Grease System,Repair,1,Leak,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_264_278_335_403
2011-05-01,C,GREASE FAULT NO PRESSURE BIULDING UP,PM01,0,19,NA,Grease System,NA,NA,Unspecified,NA,NA,ELECTRICAL CONTROL SYSTEMS,0,Rule_1_3_278_445
2011-05-01,C,REPAIR & REPLACE GREASE HOSES BUCKET,PM01,9300.14,0,Bucket_Hydraulic System,Grease System,Repair_Replace,6,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_53_134_278_335_361_362_370
2011-05-05,C,GREASE LINE AT CLAM CYLINDER U/S,PM01,873.84,4,Hydraulic Cylinders,Clam_Cylinder_Grease System,NA,NA,NA,NA,Positional Term,BUCKET,0,Rule_1_3_18_85_106_132_278_492
2011-05-06,C,GREASE LEAK ON DISTRIBUTOR BLOCK,PM01,242.98,1,NA,Lock_Wear Items_Grease System,NA,NA,Leak,NA,NA,MACHINE,0,Rule_1_3_156_215_278_403
2011-05-08,C,GREASE LINES BROKEN AT BUCKET,PM01,998.67,2,Bucket,Grease System,NA,NA,Structural Integrity,NA,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438_492
2011-05-09,C,FIT NEW OIL PRESS. SW FOR PRELUBE,PM01,828.71,1,Hydraulic System,Grease System,Minor Maint_Replace,Install,NA,NA,NA,OIL - ENGINE - LEFT,0,Rule_1_3_52_243_301_354
2011-05-16,C,LOWER LUBE HOSE ON STARTER MOTOR CRACKED,PM01,0,7,Hydraulic System,Starting System_Grease System,NA,NA,Structural Integrity,NA,NA,STARTER  MOTOR - RIGHT,0,Rule_1_3_53_232_243_439
2011-06-27,C,REPLACE RH ENG PRE-LUBE STARTER,PM01,4833.32,42,Engine,Starting System_Grease System,Replace,2V,NA,Right,NA,STARTER  MOTOR - RIGHT,0,Rule_1_3_25_232_243_361_362_487
2011-08-08,C,Grease pump leak top of pot,PM01,0,42,NA,Pump_Grease System,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_183_278_403
2011-08-24,C,RECTIFY PUMP BOX LUBE FAULT,PM01,1606.56,16,NA,Cover_Pump_Grease System,Repair,16,Unspecified,NA,NA,PUMP GEARBOX,0,Rule_1_3_101_183_243_352_445
2003-07-09,D,lube system fault,PM01,162.7,NA,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260_476
2003-07-17,D,repair lube fault,PM01,488.09,8,NA,Grease System,Repair,1,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260_366_476
2004-03-08,D,lube fault,PM01,369.62,235,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260_476
2004-03-31,D,Replace inline grease strainer filter,PM01,530.37,23,Engine,Filter_Grease System,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_51_128_141_306_392_393
2004-04-04,D,LUBE A LINE GOING INTO FAULT,PM01,183.56,4,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_140_260_476
2004-04-14,D,lube system malfunction,PM01,122.37,10,NA,Grease System,NA,NA,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260
2004-05-01,D,lube fault (grease tank empty),PM01,262.74,17,NA,Tank_Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_208_260_306_476
2004-05-17,D,lube fault.,PM01,262.74,16,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260_476
2004-05-18,D,Lube system fault,PM01,0,1,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260_476
2004-05-18,D,Broken grease line on bucket,PM01,0,0,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_141_306_469
2004-05-26,D,Grease fault alarm erratic,PM01,481.44,8,NA,Misc_Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_285_306_476
2004-06-08,D,grease sys going out on fault,PM01,1442.18,13,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_306_476
2004-08-08,D,oil leak from steel line on boom,PM01,310.16,61,Hydraulic System,Grease System_Lift,NA,NA,Leak,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_53_72_144_164_434
2004-08-25,D,lube fault,PM01,155.08,17,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260_476
2004-08-26,D,out with lube fault,PM01,155.08,1,NA,Grease System,NA,NA,Unspecified,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_260_476
2004-09-24,D,grease system is timing out,PM01,218.57,29,NA,Grease System,NA,NA,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_306
2004-10-01,D,oil leak from steel line on boom,PM01,1309.74,7,Hydraulic System,Grease System_Lift,NA,NA,Leak,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_53_72_144_164_434
2004-10-13,D,Repair broken grease line.,PM01,914.19,12,NA,Grease System,Repair,1,Structural Integrity,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_141_306_366_469
2005-01-10,D,repair lube system fault,PM01,0,89,NA,Grease System,Repair,1,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_366_476
2005-03-05,D,Lube Fault - Lost Crowd.,PM01,0,54,NA,Grease System,NA,NA,Missing / Loose_Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_441_476
2005-03-11,D,Overhaul Lube Pump.,PM01,3274.06,6,NA,Pump_Grease System,Replace,3,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_192_260_394
2005-05-28,D,troubleshoot lube system no pressure had,PM01,3584.66,78,NA,Grease System,Repair,13,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_380
2005-07-20,D,replace both boom to stick grease hoses,PM01,0,53,Hydraulic System,Grease System_Lift_Drivers Cabin,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_54_143_164_287_306_392_393
2005-09-29,D,continual lube faults,PM01,175.19,71,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2005-09-30,D,Replace broken grease line bucket pivot,PM01,350.37,1,Bucket,Grease System,Replace,2V,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_141_306_392_393_469
2005-10-08,D,Replace line indicator grease block,PM01,1201.13,8,NA,Grease System_Lock_Wear Items_Electrics,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_141_165_224_280_306_392_393
2005-10-22,D,lube system auto lube not working,PM01,175.19,14,NA,Grease System,NA,NA,Unspecified,NA,NA,OPERATORS CABIN,0,Rule_1_3_260_477
2005-10-23,D,grease system not working,PM01,0,1,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_306_477
2005-11-11,D,replace lube block on access stairs,PM01,669.04,19,NA,Lock_Wear Items_Ladder_Grease System,Replace,2V,NA,NA,NA,MAIN FRAME,0,Rule_1_3_165_224_258_260_392_393
2005-11-14,D,grease lube fault,PM01,0,3,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_306_476
2005-12-03,D,CHANGE OVER GREASE SOLENOID FAULTY,PM01,713.6,19,NA,Grease System,Replace,1,Unspecified,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_306_387_476
2005-12-11,D,grease fitting leaking on stick,PM01,0,8,NA,Drivers Cabin_Grease System,NA,NA,Leak,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_287_306_434
2005-12-23,D,Repair grease line on deck of SHD24,PM01,230.2,12,Superstructure,Grease System,Repair,1,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_77_141_306_366
2005-12-29,D,Changeout lube pump on SHD24,PM01,1670.12,6,NA,Pump_Grease System,Replace,1,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_192_260_387
2006-01-05,D,Reair and return grease pump,PM01,940,7,NA,Pump_Grease System,Minor Maint,19,NA,NA,NA,GREASE PUMP  ONLY 1 OF,0,Rule_1_3_192_306_357
2006-01-15,D,Grease line hanging from car body,PM01,0,10,Superstructure,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_74_141_306
2006-01-17,D,coupling leaking front grease pump,PM01,0,2,NA,Pump_Grease System,NA,NA,Leak,Front,NA,GREASE LUBE SYSTEM,0,Rule_1_3_192_306_434_505
2006-01-19,D,BLOWN GREASE LINE,PM01,0,2,NA,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_141_306_468
2006-02-07,D,replace shaft lube. seals #3 & #4 mains,PM01,0,19,NA,Seal_Grease System,Replace,2V,NA,NA,NA,MAIN HYDRAULIC PUMPS,0,Rule_1_3_202_260_392_393
2006-02-07,D,R/H/S prelube pump leaking,PM01,2973.56,0,NA,Pump_Grease System,Minor Maint,6V,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_192_260_332_434_519
2006-02-07,D,repair lube lines on access stairs,PM01,32.2,0,NA,Grease System_Ladder,Repair,1,NA,NA,NA,SUPERSTRUCTURE,0,Rule_1_3_140_258_260_366
2006-02-07,D,Replace grease screens,PM01,761.76,0,NA,Grease System,Replace,2V,NA,NA,NA,PUMPS - GEARCASE LUBE/ 60BAR SERVO,0,Rule_1_3_306_392_393
2006-02-07,D,Repair Grease leak at pump,PM01,24.2,0,NA,Pump_Grease System,Repair,1,Leak,NA,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_192_306_366_434_523
2006-02-20,D,Repair grease line crowd,PM01,615.13,13,NA,Grease System,Repair,1,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_141_306_366
2006-03-05,D,Main grease supply hose blown,PM01,0,13,Hydraulic System,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_54_143_306_468
2006-03-09,D,Hyd. leak leak at grease system,PM01,0,4,Hydraulic System,Grease System,NA,NA,Leak,NA,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_52_306_434_523
2006-03-09,D,Grease leak behind control panel,PM01,0,0,NA,Controls_Grease System,NA,NA,Leak,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_98_306_434
2006-03-25,D,lube fault,PM01,82.32,16,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-03-25,D,lube falt,PM01,0,0,NA,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260
2006-04-13,D,Replace grease system control valve,PM01,0,19,NA,Controls_Hydraulic Fitting_Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_98_146_306_392_393
2006-04-27,D,pto spline cavities loosing oil,PM01,524.12,14,Hydraulic System,Grease System_Joint_Hydraulic Cylinder,NA,NA,NA,NA,NA,PUMP GEARBOX - LEFT,0,Rule_1_3_53_144_156_244
2006-04-30,D,grease leak,PM01,0,3,NA,Grease System,NA,NA,Leak,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_306_434
2006-05-09,D,Replace Terex grease filter,PM01,708.57,9,Engine,Filter_Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_51_128_306_392_393
2006-05-16,D,Repair grease line on SHD24,PM01,0,7,NA,Grease System,Repair,1,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_141_306_366
2006-06-15,D,DEF.Repair broken grease line on steps,PM01,0,30,NA,Grease System_Ladder,Repair,1,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_141_257_306_366_469
2006-06-16,D,REPLACE GREASE LINE LEFT HAND BUCKET,PM01,0,1,Bucket,Grease System,Replace,2V,NA,Left,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_141_306_392_393_510
2006-06-26,D,Lube low pressure fault on SHD24,PM01,702.59,10,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-07-27,D,Supply grease pump adaptors,PM01,593.66,31,Bucket,Adaptor_Pump_Hydraulic Cylinder_Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_16_82_192_244_306
2006-08-12,D,blown grease line at pump,PM01,402.66,16,NA,Grease System_Pump,NA,NA,Structural Integrity,NA,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_141_192_306_468_523
2006-08-12,D,Broken grease line,PM01,0,0,NA,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_141_306_469
2006-08-31,D,LUBE FAULT,PM01,0,19,NA,Air Conditioning_Grease System,NA,NA,Unspecified,NA,NA,AIR CONDITIONING SYSTEM,0,Rule_1_3_229_260_476
2006-09-03,D,replace grease fill filter,PM01,0,3,Engine,Filter_Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_51_128_306_392_393
2006-09-14,D,System low on pressure,PM01,316.01,11,NA,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3
2006-09-14,D,Replace failed lube pump SHD24,PM01,0,0,NA,Pump_Grease System,Replace,2V,Unspecified,NA,NA,GREASE PUMP  ONLY 1 OF,0,Rule_1_3_192_260_392_393_472
2006-09-14,D,Require spare lube pump for SHD24,PM01,6915.4,0,NA,Pump_Grease System,NA,NA,NA,NA,NA,GREASE PUMP  ONLY 1 OF,0,Rule_1_3_192_260
2006-09-17,D,Grease pump failed,PM01,0,3,NA,Pump_Grease System,NA,NA,Unspecified,NA,NA,GREASE PUMP  ONLY 1 OF,0,Rule_1_3_192_306_472
2006-09-17,D,Replace Failed Grease Pump SHD24,PM01,0,0,NA,Pump_Grease System,Replace,2V,Unspecified,NA,NA,GREASE PUMP  ONLY 1 OF,0,Rule_1_3_192_306_392_393_472
2006-09-28,D,machine needs a grease audit,PM01,0,11,NA,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_306
2006-10-06,D,machine down - lube fault,PM01,0,8,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-10-21,D,Lube fault on SHD24,PM01,158.99,15,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-11-02,D,lube fault,PM01,0,12,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-11-02,D,Supply Terex with grease system parts,PM01,370.52,0,NA,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_306
2006-11-14,D,lube malfunction,PM01,3047.39,12,NA,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260
2006-11-14,D,Lube Malfunction,PM01,0,0,NA,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260
2006-11-26,D,Lube fault,PM01,396.88,12,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-11-27,D,Lube fault re-occurring SHD24,PM01,152.63,1,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-11-28,D,replace lube pump,PM01,264.59,1,NA,Pump_Grease System,Replace,2V,NA,NA,NA,GREASE PUMP  ONLY 1 OF,0,Rule_1_3_192_260_392_393
2006-11-29,D,Install grease pump,PM01,165.49,1,NA,Pump_Grease System,Replace,5,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_192_306_400
2006-11-29,D,Re-occurring lube fault SHD24,PM01,413.72,0,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2006-11-29,D,Changeout lube changeover valve SHD24,PM01,6609.96,0,NA,Hydraulic Fitting_Grease System,Replace,1,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_146_260_387
2006-12-12,D,Lube system fault,PM01,165.49,13,NA,Grease System,NA,NA,Unspecified,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_260_476
2007-01-23,D,replace gease line on bucket,PM01,0,42,Bucket,Grease System,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_307_392_393
2007-02-08,D,Crack in mount for grease tank,PM01,1522.41,16,NA,Mount_Tank_Grease System,NA,NA,Structural Integrity,NA,NA,SUPERSTRUCTURE,0,Rule_1_3_181_208_306_470
2007-02-24,D,LUBE FAULT,PM01,0,16,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2007-03-02,D,Auto Lube system not lubing too well,PM01,369.45,6,NA,Grease System,NA,NA,NA,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_260
2007-03-04,D,Replace missing lube pump in SHD24,PM01,9798.23,2,NA,Pump_Grease System,Replace,2V,Missing / Loose,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_192_260_392_393_440
2007-03-10,D,Lube system faulting SHD24,PM01,184.72,6,NA,Grease System,NA,NA,Unspecified,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_260_476
2007-03-22,D,Replace grease distribution blocks,PM01,427.58,12,NA,Lock_Wear Items_Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_165_224_306_392_393
2007-03-23,D,reset grease system to10minutes,PM01,0,1,NA,Grease System,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_306
2007-04-01,D,Replace bucket lube line on SHD24,PM01,192.17,9,Bucket,Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_140_260_392_393
2007-04-12,D,repair broken grease line,PM01,1463.73,11,NA,Grease System,Repair,1,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_141_306_366_469
2007-04-12,D,Replace Terex grease injectors,PM01,2616.84,0,NA,Engine Component_Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_124_306_392_393
2007-04-19,D,Clean grease/rocks from slew ring,PM01,0,7,Hydraulic System,Grease System,Minor Maint,9,NA,NA,NA,MACHINE,0,Rule_1_3_55_306_343
2007-04-19,D,grease platform cracked,PM01,493.2,0,NA,Misc_Grease System,NA,NA,Structural Integrity,NA,NA,MAIN FRAME,0,Rule_1_3_176_306_470
