BscStartDate,Asset,OriginalShorttext,PMType,Cost,RunningTime,MajorSystem,Part,Action,Variant,FM,Location,Comments,FuncLocation,SuspSugg,Rule
2010-03-07,E,STICK NOT MOVING,PM01,685.77,11,NA,Lift,NA,NA,NA,NA,NA,SHOVEL/EXCAVATOR - CONTROLS,0,Rule_1_3_253
2010-03-08,E,NO BOOM MOVEMENT,PM01,398.4,1,NA,Lift,NA,NA,NA,NA,NA,ELECTRICAL CONTROL SYSTEMS,0,Rule_1_3_148
2010-03-24,E,Walkway on R/H side of boom U/S,PM01,1920.78,16,NA,Lift,NA,NA,NA,Right,NA,MACHINE,0,Rule_1_3_148_159_472
2010-06-14,E,CHANGE OUT STEEL LINE'S ON BOOM,PM01,6639.54,82,NA,Lift,Replace,1,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_61_148_340
2010-08-17,E,REPLACE BOOM HYDRAULIC PIPE - SEE ATTACH,PM01,10872.9,64,Hydraulic System,Lift,Replace,2V,NA,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_49_148_345_346
2010-10-30,E,REPAIR OIL LEAK UNDER BOOM,PM01,315.67,74,Hydraulic System,Lift,Repair,1,Leak,NA,Positional Term,HYDRAULIC HOSES & LINES,0,Rule_1_3_50_148_319_387_475
2010-10-31,E,RELIEF VALVE BLOCK ON BOOM LEAKING,PM01,0,1,NA,Lift,NA,NA,Leak,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_130_148_149_208_387
2011-03-14,E,HYDRAULIC LIFT CIRCUIT VERY SLOW??,PM01,868.81,134,Hydraulic System,Lift,NA,NA,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_49_145
2011-04-12,E,LIFT AND STICK FUNCTIONS SLOW.,PM01,583.54,29,NA,Lift,NA,NA,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_145_253
2011-04-13,E,RESEAL BOOM HOSES,PM01,972.15,1,Hydraulic System,Lift,Repair,2,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_148_320
2011-05-09,E,VERY SLOW ON HYDRAULIC LIFT CIRCUIT,PM01,0,26,Hydraulic System,Lift,NA,NA,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_49_145
2011-05-13,E,BOOM CREEPING DOWN,PM01,222.3,4,NA,Lift,NA,NA,Structural Integrity,NA,NA,SHOVEL/EXCAVATOR - CONTROLS,0,Rule_1_3_148_420
2011-07-18,E,Guarding on R/H side of boom not sealed,PM01,2587.53,66,NA,Lift,NA,NA,NA,Right,NA,Shovel Tracked Hydr O&K RH120E SHD26,0,Rule_1_3_88_89_148_186_472
2011-08-10,E,L/H LIFT RAM LEAKING,PM01,0,23,NA,Lift,NA,NA,Leak,Left,NA,CYLINDER BOOM - LEFT,0,Rule_1_3_145_387_462
2001-11-16,B,Oil leak at RH clam cyl. Poss hose seal,PM01,0,NA,Hydraulic Cylinders_Hydraulic System,Seal,NA,NA,Leak,Right,Positional Term,Shell (Clam) Cylinder Right,0,Rule_1_3_18_52_53_92_113_200_425_509_514
2001-11-25,B,BLOWN HOSE SEALS SLEW MOTORS,PM01,0,9,Hydraulic System,Seal,NA,NA,Structural Integrity,NA,NA,Hydraulic/Mechanical Systems,0,Rule_1_3_53_54_200_459
2001-12-08,B,Replace full flow filter gasket RH engin,PM01,553.41,13,Engine,Seal,Replace,2V,NA,Right,NA,+Lubrication System,0,Rule_1_3_25_50_126_193_383_384_509
2002-01-15,B,REPLACED BLOWN O RINGS,PM01,143.35,38,NA,Seal,Replace,2V,Structural Integrity,NA,NA,Shell (Clam) Cylinder Right,0,Rule_1_3_196_383_384_459
2002-01-25,B,REPLACE 2 BLOWN ORINGS,PM01,573.39,10,NA,Seal,Replace,2V,Structural Integrity,NA,NA,Hydraulic Hoses & Lines,0,Rule_1_3_194_383_384_459
2002-04-16,B,O-RING U/S  ON BUCKET RAM,PM01,507.42,81,Bucket,Seal,NA,NA,NA,NA,NA,Hydraulic/Mechanical Systems,0,Rule_1_3_5_197
2002-04-28,B,REPLACE BLOWN SEAL RH SERVO PUMP,PM01,180,12,NA,Seal,Replace,2V,Structural Integrity,Right,NA,Hydraulic/Mechanical Systems,0,Rule_1_3_190_200_383_384_459_509
2002-05-30,B,REPLACE HP SEAL AT DISCHARGE,PM01,214.88,32,NA,Seal,Minor Maint_Replace,2V,NA,NA,Positional Term,"Main Hyd Pump - No2, Right",0,Rule_1_3_200_337_383_384_514
2002-06-20,B,REPLACE O-RING ON R/H CLAM CYL,PM01,236.83,21,Hydraulic Cylinders,Seal,Replace,2V,NA,Right,NA,Shell (Clam) Cylinder Right,0,Rule_1_3_18_92_113_197_383_384_510
2002-07-10,B,Replace acc drive seal and sleeve,PM01,33.07,20,NA,Seal,Replace,2V,NA,NA,NA,Left Engine,0,Rule_1_3_200_383_384
2002-09-06,B,L/H SWING LOWER SEAL U/S .BOX IS USING A,PM01,2662.51,58,NA,Seal,NA,NA,NA,Left,NA,Machine,0,Rule_1_3_108_200_500
2002-09-11,B,R/H ENG COOLANT BYPASS TUBE O RING U/S,PM01,119.94,5,Engine,Seal,NA,NA,Leak,Right,NA,+Cooling System,0,Rule_1_3_25_196_246_427_510
2002-09-12,B,L/H BUCKET CYL GLAND SEAL LEAKING,PM01,0,1,Bucket_Hydraulic Cylinders,Seal,NA,NA,Leak,Left,NA,Bucket Roll (Crowd) Cylinder Left,0,Rule_1_3_5_18_113_200_212_425_500
2002-09-23,B,RE-SEAL LH LOCK CHECK VALVE,PM01,461.39,11,NA,Seal,CM_Repair,2V,NA,Left,NA,Main Boom Valve Left,0,Rule_1_3_144_163_200_313_359_499
2002-09-30,B,r/h trans motor seal u/s,PM01,928.26,7,Transmission,Seal,NA,NA,NA,Right,NA,Servo Pump - Right,0,Rule_1_3_42_44_200_510
2002-10-01,B,BRAKE SEALS U/S REPLACE,PM01,233.18,1,NA,Seal,Replace,2V,NA,NA,NA,Propel Brake Right,0,Rule_1_3_88_89_90_200_383_384
2002-10-08,B,"replace h.p. \o\"" ring""",PM01,759.57,7,NA,Seal,Replace,2V,NA,NA,NA,Hydraulic Hoses & Lines,0,Rule_1_3_199_383_384
2002-11-23,B,re-seal full flow press. regulator bung,PM01,0,46,NA,Seal,Repair,2V,NA,NA,NA,Oil - Engine- Right,0,Rule_1_3_200_359
2002-11-26,B,replace l/h propel hose seal,PM01,61.43,3,Hydraulic System,Seal,Replace,2V,NA,Left,NA,Hydraulic Hoses & Lines,0,Rule_1_3_53_200_300_383_384_500
2002-12-05,B,BLOWN R/H CLAM O RING,PM01,193.81,9,NA,Seal,NA,NA,Structural Integrity,Right,NA,Hydraulic Hoses & Lines,0,Rule_1_3_92_196_459_510
2002-12-11,B,lh travel motor seal leaking (see text),PM01,0,6,Final Drive,Seal,NA,NA,Leak,Left,NA,Travel Motor Left,0,Rule_1_3_29_200_425_499
2003-01-17,B,rh turbo drain line gasket leaking,PM01,138.78,37,Turbochargers,Seal,NA,NA,Leak,Right,NA,Turbocharger - Right Low Pressure,0,Rule_1_3_47_193_207_425_509
2003-03-08,B,o-ring leak on swing motor,PM01,1652.71,50,NA,Seal,NA,NA,Leak,NA,NA,Hydraulic Hoses & Lines,0,Rule_1_3_197_425
2003-03-10,B,replace seals,PM01,225.67,2,NA,Seal,Replace,2V,NA,NA,NA,Slew Motor Right,0,Rule_1_3_200_383_384
2003-03-31,B,R/H STICK CYL GLAND SEAL LEAKING,PM01,17434.13,21,Hydraulic Cylinders,Seal,NA,NA,Leak,Right,NA,Stick Cylinder Right,0,Rule_1_3_18_112_113_200_281_425_510
2003-04-29,B,replace O rings on propel hoses at PTO,PM01,510.34,29,Hydraulic System,Seal,Replace,2V,NA,NA,Positional Term,Hydraulic/Mechanical Systems,0,Rule_1_3_53_196_239_300_383_384_514
2003-05-07,B,R/H crowd cylinder front seal leaking,PM01,7715.51,8,Hydraulic Cylinders,Seal,NA,NA,Leak,Front_Right,NA,Bucket Roll (Crowd) Cylinder Right,0,Rule_1_3_18_111_113_200_425_496_510
2003-05-27,B,R/H ENGINE OIL COOLER GASKET LEAKING,PM01,0,20,Engine_Hydraulic System,Seal,NA,NA,Leak,Right,NA,+Cooling System,0,Rule_1_3_25_52_193_425_510
2003-06-16,B,blown head gasket r/h engine,PM01,3835.67,20,Engine,Seal,NA,NA,Structural Integrity,Right,NA,Right Engine,0,Rule_1_3_25_193_459_510
2003-06-19,B,O-Ring in control valve,PM01,0,3,NA,Seal,NA,NA,NA,NA,NA,Hydraulic/Mechanical Systems,0,Rule_1_3_96_144_197
2003-08-04,B,HOSE L/H CONTROL VALVE O'RING BLOWN,PM01,504.83,46,Hydraulic System,Seal,NA,NA,Structural Integrity,Left,NA,Hydraulic Hoses & Lines,0,Rule_1_3_53_96_144_195_459_500
2003-09-18,B,Change out slew gearbox o-rings,PM01,1.99,45,Hydraulic System,Seal,Replace,1,NA,NA,NA,Slew Motor Right,0,Rule_1_3_54_108_197_378
2003-09-18,B,R/H BUCKET ROD CYL GLAND SEAL LEAKING,PM01,2881.21,0,Bucket_Hydraulic Cylinders,Seal,NA,NA,Leak,Right,NA,Bucket Roll (Crowd) Cylinder Right,0,Rule_1_3_5_18_113_200_212_425_510
2003-11-16,B,blown seal l/h blocking valve  completed,PM01,158.99,59,NA,Seal,NA,NA,Structural Integrity,Left,NA,Pumps/Valves/Coolers,0,Rule_1_3_144_163_200_222_459_500
2003-12-04,B,replace clam hose seal,PM01,0,18,Hydraulic System,Seal,Replace,2V,NA,NA,NA,Shell (Clam) Cylinder Right,0,Rule_1_3_53_92_200_383_384
2003-12-30,B,top seal slew blocking valve,PM01,1038.43,26,Hydraulic System,Seal,NA,NA,NA,NA,NA,Slew Pumps,0,Rule_1_3_54_144_163_200_222
2004-01-01,B,Replace slew blocking valve 'o'rings,PM01,0,2,Hydraulic System,Seal,Replace,2V,NA,NA,NA,Slew Pump - Right,0,Rule_1_3_54_144_163_195_222_383_384
2004-02-10,B,blowen o-ring valve body,PM01,672.65,40,NA,Seal,NA,NA,NA,NA,NA,Hydraulic Hoses & Lines,0,Rule_1_3_73_144_197
2004-02-28,B,replace o rings lower crowd hose r/h/s,PM01,246.42,18,Hydraulic System,Seal,Replace,2V,NA,Right,NA,Hydraulic Hoses & Lines,0,Rule_1_3_53_196_383_384_510
2004-03-08,B,re seal l/h propel motor relief block,PM01,0,9,NA,Seal,NA,NA,NA,Left,NA,Pumps/Valves/Coolers,0,Rule_1_3_163_200_222_300_500
2004-03-15,B,replce o-rings bottom end cap,PM01,4.24,7,NA,Seal,Replace,2V,NA,NA,NA,Main Boom Valve Right,0,Rule_1_3_192_197_263_384
2004-04-04,B,replace blown oring,PM01,367.11,20,NA,Seal,Replace,2V,Structural Integrity,NA,NA,Hydraulic Hoses & Lines,0,Rule_1_3_194_383_384_459
2004-04-30,B,rh slew box leaking oil out bot seal,PM01,1210,26,Hydraulic System,Seal,NA,NA,Leak,Right,NA,Slew Gearbox - Right,0,Rule_1_3_52_54_108_200_425_509
2004-05-12,B,BLOWN SEAL P.T.O SLEW,PM01,262.74,12,Hydraulic System,Seal,NA,NA,Structural Integrity,NA,NA,Slew Pumps,0,Rule_1_3_54_200_459
2005-09-10,B,"replace blown \o\"" ring""",PM01,0,486,NA,Seal,Replace,2V,Structural Integrity,NA,NA,"Main Hyd Pump - No1, Left",0,Rule_1_3_199_383_384_459
2005-10-01,C,REPLACE BLOWN ORINGS  @ CLAM CYLINDER,PM01,341.19,NA,Hydraulic Cylinders,Seal,Replace,2V,Structural Integrity,NA,NA,Shovel Tracked Hydr O&K RH120E SHD23,0,Rule_1_3_18_85_106_187_361_362_437
2005-10-04,C,REPLACE O RING ON BUCKET CLAM HOSE,PM01,0,3,Bucket,Seal,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_53_85_189_190_361_362
2005-11-11,C,CHANGE CENTRIFUGAL INSERT & ORINGS,PM01,453.44,38,Engine,Seal,Replace,1,NA,NA,NA,ENGINE LEFT HAND,0,Rule_1_3_60_187_356
2006-01-13,C,REWELD EXHAUST STACK TO MUFFLER,PM01,941.09,63,Induction and Exhaust,Seal,Repair,6,NA,NA,NA,INDUCTION & EXHAUST,0,Rule_1_3_66_338_341
2006-09-26,C,R/H ENG - BROKEN EXHAUST MANIFOLD BOLTS,PM01,2397.93,256,Engine_Induction and Exhaust,Seal,NA,NA,Structural Integrity,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_66_170_438_488
2008-04-15,C,SEAL / ORING LEAKING ON HOSE,PM01,86.25,567,Hydraulic System,Seal,NA,NA,Leak,NA,NA,SHOVEL/EXCAVATOR - CONTROLS,0,Rule_1_3_53_187_193_403
2008-12-05,C,REPLACE SEALS IN R/H SLEW MOTOR,PM01,94.55,234,Hydraulic System,Seal,Replace,2V,NA,Right,NA,HYDRAULIC SYSTEM,0,Rule_1_3_54_193_361_362_488
2009-12-15,C,RH PROPEL MOTOR MOUNTING ORING LEAKING,PM01,92,375,NA,Seal,NA,NA,Leak,Right,NA,FINAL DRIVE - RIGHT,0,Rule_1_3_172_187_281_403_487
2010-10-15,C,REPLACE LEAKING SUCTION O RINGS,PM01,104.7,304,NA,Seal,Replace,2V,Leak,NA,NA,MAIN HYDRAULIC PUMPS,0,Rule_1_3_189_190_361_362_403
2011-08-08,C,REPAIR RH PTO GEARBOX CAVITY SEAL LEAK.,PM01,5185.12,297,NA,Seal,Repair,1,Leak,Right,NA,PUMP DRIVE TRANSMISSION,0,Rule_1_3_101_193_228_335_403_487
2003-07-18,D,replace seal hp bcs sensor(rear),PM01,162.7,NA,NA,Seal,Replace,2V,NA,Rear,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_147_202_270_392_393_516
2003-09-15,D,suspect rear hyd fan mtr seal leaking,PM01,297.41,59,Hydraulic System,Seal,NA,NA,Leak,Rear,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_52_127_202_434_516
2003-09-18,D,blown oring at oil cooler,PM01,19.4,3,Hydraulic System,Seal,NA,NA,Fluid Levels_Structural Integrity,NA,Positional Term,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_53_196_437_468_523
2004-07-05,D,RH Engine RH Acc. Drive Seal Leaking,PM01,0,291,Engine,Seal,NA,NA,Leak,Right,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_202_434_518
2004-11-12,D,replace hose seals   completed,PM01,0,130,Hydraulic System,Seal,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_54_202_392_393
2004-12-08,D,RH stick cyl wiper seal moving out,PM01,29143.13,26,Hydraulic Cylinders,Seal,NA,NA,NA,Right,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_19_114_115_202_287_289_518
2005-01-11,D,replace o-ring front top oil cooler hose,PM01,190.66,34,Hydraulic System,Seal,Replace,2V,NA,Front,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_53_54_199_392_393_505
2005-01-11,D,"replace dipstick seal rh pto, leaking fr",PM01,27.92,0,NA,Seal,Replace,2V,Leak,Right,NA,PUMP GEARBOX - RIGHT,0,Rule_1_3_170_202_244_287_392_393_434_518
2005-05-28,D,"Blown \o\"" ring..""",PM01,2747.37,137,NA,Seal,NA,NA,Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_201_468
2005-07-02,D,oil leak under guard possible o-ring,PM01,578.75,35,Hydraulic System,Seal,NA,NA,Leak,NA,Positional Term,FINAL DRIVE - RIGHT,0,Rule_1_3_53_104_105_199_434_522
2005-07-20,D,replace seals hyd tank,PM01,20.64,18,Hydraulic System,Seal,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_52_202_208_392_393
2005-09-22,D,BLOWN SEAL ON HOSE,PM01,323.36,64,Hydraulic System,Seal,NA,NA,Structural Integrity,NA,NA,SLEW PUMPS,0,Rule_1_3_54_202_468
2005-12-12,D,oil centrifuge gasket leaking R/H engine,PM01,13.16,81,Engine_Hydraulic System,Seal,NA,NA,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_53_60_195_434_519
2005-12-18,D,Blown o-ring on L/H stick cylinder,PM01,230.2,6,Hydraulic Cylinders,Seal,NA,NA,Structural Integrity,Left,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_19_114_115_199_287_468_509
2006-02-07,D,#3 slew pump leaking at gasket,PM01,0,51,Hydraulic System,Seal,NA,NA,Leak,NA,Positional Term,SLEW PUMP - RIGHT DOUBLE,0,Rule_1_3_55_192_195_434_523
2006-02-07,D,Replace face seal L/H servo pump,PM01,0,0,NA,Seal,Replace,2V,NA,Left,NA,SERVO PUMP - LEFT,0,Rule_1_3_192_202_392_393_509
2006-03-10,D,leaking o-ring on slew filter cannister,PM01,505.06,31,Engine_Hydraulic System,Seal,NA,NA,Leak,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_55_128_199_434
2006-06-30,D,o ring blown on,PM01,877.22,112,NA,Seal,NA,NA,Structural Integrity,NA,NA,POWER CONSUMPTION - DRIVE,0,Rule_1_3_198_468
2006-07-06,D,Replace Rh Eng cover gasket,PM01,0,6,Engine,Seal,Replace,2V,NA,Right,NA,OIL - ENGINE- RIGHT,0,Rule_1_3_26_102_195_392_393_518
2006-09-07,D,RH Rear travel motor seal leaking.,PM01,134.72,63,Final Drive,Seal,NA,NA,Leak,Rear_Right,NA,PROPEL MOTOR - RIGHT,0,Rule_1_3_30_202_434_516_518
2006-09-28,D,Re-seal RH slew motor hoses,PM01,114.33,21,Hydraulic System,Seal,Repair,2V,NA,Right,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_54_55_202_368_518
2006-09-28,D,Re-seal RH slew motor hoses,PM06,0,0,Hydraulic System,Seal,Repair,2V,NA,Right,NA,HYDRAULIC HOSES & LINES,NA,Rule_1_54_55_202_368_518
2006-09-30,D,"Blowen \o\"" ring""",PM01,833.9,2,NA,Seal,NA,NA,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_201
2006-11-09,D,Leaking oring on R/H stick cylinder,PM01,0,40,Hydraulic Cylinders,Seal,NA,NA,Leak,Right,NA,CYLINDER STICK - RIGHT,0,Rule_1_3_19_114_115_196_287_434_519
2006-12-13,D,Re-seal hyd return manifolds lhs,PM01,0,34,Hydraulic System,Seal,Minor Maint_Repair,2V,NA,Left,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_52_202_357_368_508
2006-12-21,D,Rear window seal needs replacing,PM01,98.28,8,NA,Seal,Replace,2V,NA,Rear,NA,OPERATORS CABIN,0,Rule_1_3_202_293_393_516
2007-03-04,D,"Replace  \O\"" ring on blown hose""",PM01,0,73,Hydraulic System,Seal,Replace,2V,Structural Integrity,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_54_201_392_393_468
2007-07-31,D,"Replace \O\""ring on travel hose""",PM01,0,149,Hydraulic System,Seal,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_54_201_392_393
2007-12-22,D,blown primary o ring on l/h slew motor,PM01,1191.96,144,Hydraulic System,Seal,NA,NA,Structural Integrity,Left,NA,SLEW HYDRAULIC MOTOR - LEFT,0,Rule_1_3_55_198_468_509
2008-03-11,D,seal contamination switch,PM01,734.74,80,NA,Seal,NA,NA,NA,NA,NA,SLEW PUMP - RIGHT DOUBLE,0,Rule_1_3_154_202
2008-09-02,D,Changeout blow slew hose/oring SHD24,PM01,0,175,Hydraulic System,Seal,Replace,1,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_54_55_196_387
2008-10-25,D,Replace o/ring on slew hose,PM01,275.14,53,Hydraulic System,Seal,Replace,2V,NA,NA,NA,SLEW PUMP - RIGHT DOUBLE,0,Rule_1_3_54_55_200_392_393
2008-12-18,D,DRIVESHAFT SEALS U/S,PM01,0,54,Driveshaft,Seal,NA,NA,NA,NA,NA,OIL - PUMP GEARBOX - LEFT,0,Rule_1_3_21_202
2009-01-05,D,Blown o ring r/h propel,PM01,0,18,NA,Seal,NA,NA,Structural Integrity,Right,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_198_309_468_519
2009-02-23,D,Replace O/ring slew motor,PM01,427.35,49,Hydraulic System,Seal,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_55_200_392_393
2009-02-23,D,Blown O-Ring on slew motor SHD0024,PM01,425.45,0,Hydraulic System,Seal,NA,NA,Structural Integrity,NA,NA,SLEW PUMPS,0,Rule_1_3_55_199_468
2009-04-26,D,Replace o ring on bucket hosing,PM01,235.42,62,Bucket,Seal,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_198_392_393
2009-07-05,D,Blown O-Ring main pump 2 SHD0024,PM01,0,70,NA,Seal,NA,NA,Structural Integrity,NA,NA,MAIN HYDRAULIC PUMP - LEFT No2,0,Rule_1_3_192_199_468
2009-08-06,D,Grease Pump leaking at Shaft seal,PM01,0,32,NA,Seal,NA,NA,Leak,NA,Positional Term,GREASE PUMP  ONLY 1 OF,0,Rule_1_3_192_202_306_434_523
2009-08-12,D,P4 Suction O ring leaking,PM01,65.32,6,NA,Seal,NA,NA,Leak,NA,NA,MAIN HYDRAULIC PUMP - RIGHT No4,0,Rule_1_3_198_434
2009-08-12,D,Bottom grese seal on pump leaking,PM01,2383,0,NA,Seal,NA,NA,Leak,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_192_202_434
2009-09-08,D,Small Hyd Return filter lid seal leaking,PM01,0,27,Engine_Hydraulic System,Seal,Minor Maint,19,Leak,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_51_52_108_128_202_357_434
2009-10-22,D,Replace o ring bucket crowd line.  fixed,PM01,2.98,44,Bucket,Seal,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_198_392_393
2009-10-27,D,RH Travel motors leaking shaft seals,PM01,7860.18,5,Final Drive,Seal,NA,NA,Leak,Right,NA,PROPEL MOTOR,0,Rule_1_3_30_202_434_518
2009-11-24,D,WARR LH PTO spline seals leaking,PM01,1757.23,28,NA,Seal,NA,NA,Leak,Left,Warranty Item,PUMP GEARBOX - LEFT,0,Rule_1_3_156_202_244_434_508_528
2010-02-05,D,Replace blown Oring,PM01,0,73,NA,Seal,Replace,2V,Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_196_392_393_468
2010-02-06,D,Rplace O/Ring propel hose,PM01,341.8,1,Hydraulic System,Seal,NA,NA,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_54_200_309
2010-02-23,D,o-ring blown on r/h front travel motor,PM01,170.9,17,Final Drive,Seal,NA,NA,Structural Integrity,Front_Right,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_30_199_468_505_519
2010-05-02,D,Hydraulic leak Blown Oring,PM01,4156.44,68,Hydraulic System,Seal,NA,NA,Leak_Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_52_196_434_468
2010-06-08,D,Replace P4 Q Max stop seals,PM01,116.88,37,NA,Seal,Replace,2V,NA,NA,NA,MAIN HYDRAULIC PUMP - RIGHT No4,0,Rule_1_3_202_392_393
2010-06-29,D,LH Slew pump spline cavity seal leaking,PM01,617.61,21,Hydraulic System,Seal,NA,NA,Leak,Left,NA,SLEW PUMP - LEFT DOUBLE PUMP,0,Rule_1_3_55_156_192_202_434_508
2010-08-24,D,LH Slew pump spline cavity seal leaking,PM01,0,56,Hydraulic System,Seal,NA,NA,Leak,Left,NA,PUMP GEARBOX - LEFT,0,Rule_1_3_55_156_192_202_434_508
2010-08-24,D,Replace RH Front brake pack seals,PM01,50.74,0,NA,Seal,Replace,2V,NA,Front_Right,NA,PROPEL BRAKE - RIGHT FRONT,0,Rule_1_3_90_91_92_202_392_393_505_518
2011-02-14,D,Replace centrifugal spinner gasket,PM01,15.7,174,Engine,Seal,Replace,2V,NA,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_61_195_392_393
2011-03-21,D,Scope LH Engine front crank seal leaking,PM01,0,35,Engine,Seal,Repair,15,Leak,Front_Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_112_202_382_434_505_508
2011-04-05,D,Replace LH Engine Breather gaskets,PM01,11.88,15,Engine,Seal,Replace,2V,NA,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_129_195_392_393_508
2011-06-19,D,blowen oring on boom,PM01,0,75,NA,Seal,NA,NA,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_164_196
2011-08-23,D,WARR SHD24 LH Stick Cyl rod seal leaking,PM01,0,65,Hydraulic Cylinders,Seal,NA,NA,Leak,Left,Warranty Item,CYLINDER STICK - LEFT,0,Rule_1_3_19_114_115_202_287_434_508_528
2006-03-03,E,INSPECT / Replace seals in drivers side,PM01,0,NA,NA,Seal,CM_Replace,2V,NA,NA,NA,OPERATORS CABIN,0,Rule_1_3_186_274_345_346
2007-10-30,E,RE-SEAL MP#3 PRIMARY RELEIF,PM01,0,606,NA,Seal,Repair,2V,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_186_321
2007-11-18,E,REPLACE O RING ON BOOM HYD HOSE,PM01,220.34,19,Hydraulic System,Seal,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_49_51_148_182_183_345_346
2005-11-13,A,BROKEN SLEW LEVER,PM01,334.06,NA,Hydraulic System,Controls,NA,NA,Structural Integrity,NA,NA,SHOVEL/EXCAVATOR - CONTROLS,0,Rule_1_3_55_100_469
2006-07-29,A,REPAIR NO CONTROLS,PM01,1544.02,258,NA,Controls,Repair,1,NA,NA,NA,PROTECTION DEVICES & ALARMS,0,Rule_1_3_97_98_366
2001-12-17,B,HAND CONTROL LHS LOOSE,PM01,0,NA,NA,Controls,NA,NA,Missing / Loose,Left,NA,Pumps/Valves/Coolers,0,Rule_1_3_96_430_499
2002-04-07,B,tighten loose l/h control lever,PM01,-253.71,111,NA,Controls,Minor Maint,17,Missing / Loose,Left,NA,Operators Control Console,0,Rule_1_3_96_98_346_430_500
2002-10-04,B,A/C CONTROL KNOB HAS FALLEN OFF IN CAB,PM01,253.19,180,NA,Controls,NA,NA,Missing / Loose,NA,NA,Air Conditioning System,0,Rule_1_3_96_227_228_251_433
2002-10-13,B,Adjusted L/H bucket control,PM01,63.3,9,Bucket,Controls,Minor Maint,7,NA,Left,NA,Shovel/Excavator - Controls,0,Rule_1_3_5_96_331_500
2002-12-04,B,repair r/h engine throttle control,PM01,581.44,52,Engine,Controls,Repair,1,NA,Right,NA,Right Engine,0,Rule_1_3_25_96_357_510
2003-01-30,B,Change out controller,PM01,2208.82,57,NA,Controls,Replace,1,NA,NA,NA,Electrical System Field Devices,0,Rule_1_3_96_292_378
2003-06-12,B,L / H THROTTLE CONTROL NOT WORKING.,PM01,186.18,133,NA,Controls,NA,NA,Unspecified,NA,NA,O&K RH120C,0,Rule_1_3_96_468
2003-08-10,B,throttle control lever loose,PM01,245.99,59,NA,Controls,NA,NA,Missing / Loose,NA,NA,Engines,0,Rule_1_3_96_98_430
2003-08-14,B,repair service leg manual control knob,PM01,305.59,4,NA,Controls,Minor Maint_Repair,1,NA,NA,NA,Protection Devices & Alarms,0,Rule_1_3_96_329_357
2004-03-08,C,CHECK OUT SLEW CONTROL / SLOW,PM01,0,NA,Hydraulic System,Controls,CM,2,NA,NA,NA,SHOVEL/EXCAVATOR - CONTROLS,0,Rule_1_3_54_89_291
